title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_year,genre_encoded,console_encoded,publisher_encoded,metascore,userscore,total_sales_scaled,metascore_scaled,userscore_scaled,combined_score,success_combined
tom clancy's splinter cell,Gc,Action,Ubisoft,Ubisoft,7.3,0.23,0.18,0.0,0.05,0.01,2003.0,0,8,685,93.0,83.0,0.011318897637795276,0.9367088607594937,0.8556701030927835,0.3612151934697971,1
the incredible hulk: ultimate destruction,Xb,Action,Vu Games,Radical Entertainment,7.3,0.23,0.17,0.0,0.05,0.01,2005.0,0,36,714,84.0,75.0,0.011318897637795276,0.8227848101265823,0.7731958762886598,0.3235080291738295,1
spider-man: edge of time,Ps3,Action,Activision,Beenox,7.3,0.23,0.13,0.0,0.07,0.03,2011.0,0,22,23,57.0,71.0,0.011318897637795276,0.4810126582278481,0.7319587628865979,0.2619329280385039,0
metal gear survive,Ps4,Action,Konami Digital Entertainment,Konami Digital Entertainment,7.3,0.23,0.08,0.05,0.06,0.03,2018.0,0,23,354,60.0,15.0,0.011318897637795276,0.5189873417721519,0.15463917525773196,0.12329923366293294,0
silent hill: book of memories,Psv,Action,Konami Digital Entertainment,Way Forward Technologies,7.3,0.23,0.11,0.0,0.06,0.05,2012.0,0,26,354,58.0,48.0,0.011318897637795276,0.4936708860759494,0.4948453608247423,0.20455331170025515,0
world series of poker 2008: battle for the bracelets,Ps2,Action,Activision,Unknown,7.3,0.23,0.11,0.0,0.09,0.03,2007.0,0,21,23,74.0,0.0,0.011318897637795276,0.6962025316455697,0.0,0.11122171832951261,0
naruto shippuden: ultimate ninja storm revolution,X360,Fighting,Namco Bandai Games,Cyberconnect2,7.3,0.23,0.14,0.0,0.06,0.02,2014.0,5,35,437,73.0,74.0,0.011318897637795276,0.6835443037974683,0.7628865979381443,0.3000446336368335,1
mortal kombat: armageddon,Wii,Fighting,Midway Games,Jgi Entertainment,6.8,0.23,0.19,0.0,0.02,0.02,2007.0,5,31,413,75.0,80.0,0.011318897637795276,0.7088607594936709,0.8247422680412371,0.3193060195170371,1
meteos,Ds,Puzzle,Nintendo,Q Entertainment,8.8,0.23,0.15,0.06,0.01,0.01,2005.0,11,4,457,88.0,79.0,0.011318897637795276,0.8734177215189873,0.8144329896907216,0.3414122442332057,1
the italian job,Ps2,Racing,Eidos Interactive,Climax Group,7.3,0.23,0.11,0.0,0.09,0.03,2003.0,12,21,174,54.0,66.0,0.011318897637795276,0.4430379746835443,0.6804123711340206,0.24335012756871396,0
hot wheels: beat that!,Ds,Racing,Activision,Eutechnyx,7.3,0.23,0.21,0.0,0.0,0.02,2007.0,12,4,23,43.0,69.0,0.011318897637795276,0.3037974683544304,0.711340206185567,0.23019601038223347,0
need for speed: undercover,Ds,Racing,Electronic Arts,Firebrand Games,7.3,0.23,0.18,0.0,0.03,0.02,2008.0,12,4,178,64.0,56.0,0.011318897637795276,0.569620253164557,0.5773195876288659,0.2365642734645772,0
f1 2014,X360,Racing,Codemasters,Codemasters Birmingham,6.5,0.23,0.08,0.0,0.13,0.02,2014.0,12,35,118,61.0,52.0,0.011318897637795276,0.5316455696202531,0.5360824742268041,0.22055879258241617,0
the crew,X360,Racing,Ubisoft,Ubisoft Reflections,7.3,0.23,0.06,0.0,0.15,0.02,2014.0,12,35,685,61.0,54.0,0.011318897637795276,0.5316455696202531,0.5567010309278351,0.2257134317576739,0
nascar thunder 2004,Xb,Racing,Ea Sports,Ea Tiburon,7.3,0.23,0.18,0.0,0.05,0.01,2003.0,12,36,167,88.0,74.0,0.011318897637795276,0.8734177215189873,0.7628865979381443,0.3285256462950613,1
test drive: eve of destruction,Ps2,Racing,Atari,Monster Games Inc.,7.3,0.23,0.11,0.0,0.09,0.03,2004.0,12,21,68,73.0,82.0,0.011318897637795276,0.6835443037974683,0.845360824742268,0.3206631903378644,1
starsky & hutch,Xb,Racing,Gotham Games,Minds-Eye Productions,6.0,0.23,0.17,0.0,0.05,0.01,2003.0,12,36,256,58.0,0.0,0.011318897637795276,0.4936708860759494,0.0,0.08084197149406958,0
singstar celebration,Ps4,Music,Sony Interactive Entertainment,Sie London Studio,7.3,0.23,0.04,0.0,0.15,0.03,2017.0,8,23,588,65.0,61.0,0.011318897637795276,0.5822784810126582,0.6288659793814433,0.2513496055799367,0
anno 2205,Pc,Strategy,Ubisoft,Blue Byte,7.3,0.23,0.04,0.0,0.17,0.02,2015.0,18,17,685,72.0,61.0,0.011318897637795276,0.6708860759493671,0.6288659793814433,0.26464074482044303,0
justice league heroes,Psp,Role-Playing,Warner Bros. Interactive,Snowblind Studios,7.3,0.23,0.2,0.0,0.01,0.02,2006.0,13,25,717,68.0,78.0,0.011318897637795276,0.620253164556962,0.8041237113402062,0.300860241101273,1
valhalla knights 2,Psp,Role-Playing,Xseed Games,K2 Llc,5.0,0.23,0.09,0.12,0.0,0.01,2008.0,13,25,729,50.0,53.0,0.011318897637795276,0.3924050632911392,0.5463917525773195,0.20225003622067794,0
alundra,Ps,Role-Playing,Working Designs,Matrix Software,8.8,0.23,0.13,0.0,0.09,0.01,1997.0,13,20,726,86.0,84.0,0.011318897637795276,0.8481012658227848,0.865979381443299,0.3505013738169196,1
lunar knights,Ds,Role-Playing,Konami,Kojima Productions,8.2,0.23,0.17,0.04,0.01,0.01,2007.0,13,4,353,82.0,75.0,0.011318897637795276,0.7974683544303798,0.7731958762886598,0.3197105608193991,1
ys seven,Psp,Role-Playing,Xseed Games,Nihon Falcom Corporation,7.6,0.23,0.14,0.08,0.0,0.02,2010.0,13,25,729,79.0,84.0,0.011318897637795276,0.759493670886076,0.865979381443299,0.3372102345764133,1
nascar 08,Ps3,Racing,Ea Sports,Ea Tiburon,7.3,0.23,0.15,0.0,0.05,0.03,2007.0,12,22,167,59.0,52.0,0.011318897637795276,0.5063291139240507,0.5360824742268041,0.21676132422798577,0
trackmania: build to race,Wii,Racing,City Interactive,Firebrand Games,7.0,0.23,0.09,0.0,0.11,0.02,2011.0,12,31,115,74.0,77.0,0.011318897637795276,0.6962025316455697,0.7938144329896907,0.3096753265769353,1
angry birds,Pc,Puzzle,Unknown,Rovio Mobile,7.3,0.23,0.0,0.0,0.19,0.05,2011.0,11,17,693,77.0,48.0,0.011318897637795276,0.7341772151898734,0.4948453608247423,0.24062926106734375,0
me & my katamari,Psp,Puzzle,Namco,Namco,7.2,0.23,0.13,0.08,0.01,0.0,2006.0,11,25,435,75.0,79.0,0.011318897637795276,0.7088607594936709,0.8144329896907216,0.3167286999294082,1
neopets puzzle adventure,Wii,Puzzle,Capcom,Infinite Interactive,7.3,0.23,0.19,0.0,0.02,0.02,2008.0,11,31,107,70.0,0.0,0.011318897637795276,0.6455696202531646,0.0,0.10362678162065185,0
the witch and the hundred knight,Ps3,Role-Playing,Nis America,Nippon Ichi Software,7.3,0.22,0.08,0.1,0.02,0.02,2014.0,13,22,463,53.0,71.0,0.010826771653543307,0.43037974683544306,0.7319587628865979,0.25404271573909193,0
the legend of heroes: trails of cold steel ii,Ps3,Role-Playing,Xseed Games,Nihon Falcom Corporation,7.3,0.22,0.05,0.11,0.04,0.02,2016.0,13,22,729,80.0,82.0,0.010826771653543307,0.7721518987341772,0.845360824742268,0.3336590539878196,1
tales of graces,Wii,Role-Playing,Namco Bandai,Namco Tales Studio,7.3,0.22,0.0,0.22,0.0,0.0,2009.0,13,31,436,77.0,85.0,0.010826771653543307,0.7341772151898734,0.8762886597938144,0.3356948102190606,1
f1 2016,Xone,Racing,Codemasters,Codemasters,8.8,0.22,0.09,0.0,0.12,0.02,2016.0,12,38,118,82.0,76.0,0.010826771653543307,0.7974683544303798,0.7835051546391752,0.32199260481647674,1
motogp 09/10,Ps3,Racing,Capcom,Monumental Games,7.0,0.22,0.05,0.0,0.13,0.04,2010.0,12,22,107,70.0,36.0,0.010826771653543307,0.6455696202531646,0.3711340206185567,0.19611501118473984,0
kingdom come: deliverance,Xone,Role-Playing,Deep Silver,Warhorse Studios,7.3,0.22,0.14,0.0,0.06,0.02,2018.0,13,38,144,76.0,81.0,0.010826771653543307,0.7215189873417721,0.8350515463917526,0.32348679769132993,1
motogp 08,Ps2,Racing,Capcom,Milestone Inc.,7.3,0.22,0.01,0.0,0.0,0.21,2008.0,12,21,107,65.0,54.0,0.010826771653543307,0.5822784810126582,0.5567010309278351,0.23301309287598349,0
wreckless: the yakuza missions,Ps2,Racing,Activision,Stealth Studios,7.3,0.22,0.11,0.0,0.08,0.03,2002.0,12,21,23,74.0,0.0,0.010826771653543307,0.6962025316455697,0.0,0.11092644273896143,0
tna impact!,Ps2,Fighting,Midway Games,Midway Studios Los Angeles,6.1,0.22,0.1,0.0,0.0,0.12,2008.0,5,21,413,62.0,59.0,0.010826771653543307,0.5443037974683544,0.6082474226804123,0.24020348828248222,0
capcom vs. snk,Dc,Fighting,Capcom,Capcom,8.8,0.22,0.0,0.22,0.0,0.0,2000.0,5,3,107,80.0,81.0,0.010826771653543307,0.7721518987341772,0.8350515463917526,0.33108173440019073,1
hitman 2,Xone,Action-Adventure,Warner Bros. Interactive Entertainment,Io Interactive,7.3,0.22,0.14,0.0,0.06,0.02,2018.0,1,38,718,82.0,84.0,0.010826771653543307,0.7974683544303798,0.865979381443299,0.3426111615175077,1
judgment,Ps4,Action-Adventure,Sega,Sega,7.3,0.22,0.0,0.22,0.0,0.0,2019.0,1,23,566,80.0,85.0,0.010826771653543307,0.7721518987341772,0.8762886597938144,0.34139101275070616,1
mega man zero 3,Gba,Platform,Capcom,Inti Creates,7.3,0.22,0.16,0.0,0.06,0.0,2004.0,10,6,107,77.0,80.0,0.010826771653543307,0.7341772151898734,0.8247422680412371,0.3228082122809163,1
naruto: ninja council,Gba,Platform,D3 Publisher,Aspect,7.3,0.22,0.16,0.0,0.06,0.0,2006.0,10,6,135,60.0,66.0,0.010826771653543307,0.5189873417721519,0.6804123711340206,0.25444725704145393,0
nfl 2k3,Gc,Sports,Sega,Visual Concepts,9.0,0.22,0.17,0.0,0.04,0.01,2002.0,17,8,566,92.0,64.0,0.010826771653543307,0.9240506329113924,0.6597938144329897,0.31005211153708223,1
nba 06,Psp,Sports,Sony Computer Entertainment,Sce San Diego Studio,7.2,0.22,0.2,0.0,0.0,0.02,2005.0,17,25,585,63.0,0.0,0.010826771653543307,0.5569620253164557,0.0,0.09004036678959433,0
ufc personal trainer: the ultimate fitness system,Ps3,Sports,Thq,Thq,4.5,0.22,0.1,0.0,0.08,0.03,2011.0,17,22,657,70.0,65.0,0.010826771653543307,0.6455696202531646,0.6701030927835051,0.27085727922597697,0
tony hawk's downhill jam,Ds,Sports,Activision,Vicarious Visions,7.3,0.22,0.2,0.0,0.0,0.02,2006.0,17,4,23,69.0,71.0,0.010826771653543307,0.6329113924050633,0.7319587628865979,0.28442246257453496,0
pro evolution soccer 2011,Wii,Sports,Konami,Konami,7.3,0.22,0.07,0.03,0.1,0.02,2010.0,17,31,353,79.0,68.0,0.010826771653543307,0.759493670886076,0.7010309278350515,0.2956778455838003,1
ncaa basketball 09,X360,Sports,Ea Sports,Ea Canada,7.3,0.22,0.2,0.0,0.0,0.02,2008.0,17,35,167,70.0,0.0,0.010826771653543307,0.6455696202531646,0.0,0.10333150603010068,0
nfl quarterback club 2002,Ps2,Sports,Acclaim Entertainment,Acclaim Entertainment,7.3,0.22,0.11,0.0,0.08,0.03,2001.0,17,21,20,67.0,0.0,0.010826771653543307,0.6075949367088608,0.0,0.0976353034984551,0
rugby 2004,Ps2,Sports,Ea Sports,Hb Studios Multimedia,5.0,0.22,0.11,0.0,0.08,0.03,2003.0,17,21,167,61.0,0.0,0.010826771653543307,0.5316455696202531,0.0,0.08624289843516396,0
nba live 15,Xone,Sports,Electronic Arts,Ea Tiburon,7.3,0.22,0.18,0.0,0.02,0.02,2014.0,17,38,178,59.0,59.0,0.010826771653543307,0.5063291139240507,0.6082474226804123,0.23450728575083668,0
whirl tour,Ps2,Sports,Vu Games,Papaya Studios,7.3,0.22,0.11,0.0,0.09,0.03,2002.0,17,21,714,61.0,73.0,0.010826771653543307,0.5316455696202531,0.7525773195876289,0.2743872283320712,0
lethal skies elite pilot: team sw,Ps2,Simulation,Sammy Corporation,"Asmik Ace Entertainment, Inc.",7.3,0.22,0.11,0.0,0.08,0.03,2002.0,16,21,559,59.0,0.0,0.010826771653543307,0.5063291139240507,0.0,0.08244543008073359,0
return to popolocrois: a story of seasons fairytale,3Ds,Simulation,Xseed Games,Marvelous Entertainment,7.0,0.22,0.09,0.11,0.0,0.01,2016.0,16,2,729,72.0,68.0,0.010826771653543307,0.6708860759493671,0.7010309278350515,0.28238670634329394,0
pinball hall of fame: the williams collection,Ps3,Misc,Crave Entertainment,Farsight Studios,7.3,0.22,0.2,0.0,0.0,0.02,2009.0,6,22,128,83.0,67.0,0.010826771653543307,0.810126582278481,0.6907216494845361,0.3006954627050321,1
mysims party,Wii,Simulation,Electronic Arts,Ea Redwood Shores,7.3,0.22,0.17,0.0,0.03,0.02,2009.0,16,31,178,56.0,56.0,0.010826771653543307,0.46835443037974683,0.5773195876288659,0.2210791244563045,0
armored core v,X360,Simulation,Namco Bandai,From Software,7.3,0.22,0.13,0.04,0.03,0.01,2012.0,16,35,436,68.0,69.0,0.010826771653543307,0.620253164556962,0.711340206185567,0.27736908922206205,0
over g fighters,X360,Simulation,Ubisoft,Taito Corporation,5.1,0.22,0.19,0.0,0.01,0.02,2006.0,16,35,685,49.0,84.0,0.010826771653543307,0.379746835443038,0.865979381443299,0.27995293366940643,0
life is strange: before the storm,Ps4,Adventure,Square Enix,Deck Nine,7.5,0.22,0.11,0.02,0.06,0.03,2018.0,2,23,601,77.0,79.0,0.010826771653543307,0.7341772151898734,0.8144329896907216,0.3202308926932874,1
cloudy with a chance of meatballs,Ds,Adventure,Ubisoft,Ubisoft Shanghai,7.3,0.22,0.2,0.0,0.01,0.02,2009.0,2,4,685,62.0,68.0,0.010826771653543307,0.5443037974683544,0.7010309278350515,0.26339936457114205,0
scooby-doo! mystery mayhem,Gc,Adventure,Thq,Artificial Mind And Movement,7.3,0.22,0.17,0.0,0.04,0.01,2004.0,2,8,657,55.0,74.0,0.010826771653543307,0.45569620253164556,0.7628865979381443,0.2655721428564089,0
herdy gerdy,Ps2,Adventure,Eidos Interactive,Core Design Ltd.,7.3,0.22,0.11,0.0,0.08,0.03,2002.0,2,21,174,69.0,59.0,0.010826771653543307,0.6329113924050633,0.6082474226804123,0.25349462752298857,0
galactic wrestling: featuring ultimate muscle,Ps2,Fighting,Bandai,Aki Corporation,7.3,0.22,0.03,0.17,0.02,0.01,2004.0,5,21,78,61.0,0.0,0.010826771653543307,0.5316455696202531,0.0,0.08624289843516396,0
tropico 3,X360,Strategy,Kalypso,Haemimont Games,7.7,0.22,0.15,0.03,0.02,0.01,2010.0,18,35,337,79.0,81.0,0.010826771653543307,0.759493670886076,0.8350515463917526,0.32918300022297553,1
legion: the legend of excalibur,Ps2,Action,Midway Games,7 Studios,7.3,0.22,0.11,0.0,0.09,0.03,2002.0,0,21,413,51.0,0.0,0.010826771653543307,0.4050632911392405,0.0,0.06725555666301206,0
britney's dance beat,Gba,Misc,Thq,Art,6.3,0.22,0.15,0.0,0.06,0.0,2002.0,6,6,657,63.0,83.0,0.010826771653543307,0.5569620253164557,0.8556701030927835,0.3039578925627902,1
ncaa football 2005,Gc,Sports,Ea Sports,Ea Tiburon,7.3,0.22,0.17,0.0,0.04,0.01,2004.0,17,8,167,88.0,61.0,0.010826771653543307,0.8734177215189873,0.6288659793814433,0.2947252160653349,1
hamtaro: ham-ham games,Gba,Sports,Nintendo,Alphadream Corporation,7.5,0.22,0.16,0.0,0.06,0.0,2004.0,17,6,457,77.0,78.0,0.010826771653543307,0.7341772151898734,0.8041237113402062,0.31765357310565856,1
def jam: fight for ny,Gc,Action,Electronic Arts,Unknown,7.3,0.22,0.17,0.0,0.05,0.01,2004.0,0,8,178,83.0,89.0,0.010826771653543307,0.810126582278481,0.9175257731958762,0.3573964936328672,1
all-star baseball 2002,Gc,Sports,Acclaim Entertainment,Acclaim Entertainment,6.5,0.22,0.17,0.0,0.04,0.01,2001.0,17,8,20,66.0,74.0,0.010826771653543307,0.5949367088607594,0.7628865979381443,0.286458218805776,0
super swing golf,Wii,Sports,Tecmo,Ntreev Soft,7.3,0.22,0.14,0.07,0.01,0.01,2006.0,17,31,643,72.0,0.0,0.010826771653543307,0.6708860759493671,0.0,0.10712897438453105,0
child of eden,Ps3,Shooter,Ubisoft,Q Entertainment,7.7,0.22,0.09,0.0,0.1,0.04,2011.0,15,22,685,84.0,79.0,0.010826771653543307,0.8227848101265823,0.8144329896907216,0.3335220319337937,1
shellshock: nam '67,Xb,Shooter,Eidos Interactive,Guerrilla Games,7.3,0.22,0.16,0.0,0.05,0.01,2004.0,15,36,174,58.0,74.0,0.010826771653543307,0.4936708860759494,0.7628865979381443,0.27126834538805444,0
the bureau: xcom declassified,X360,Shooter,2K Games,2K Marin,7.3,0.22,0.1,0.0,0.1,0.02,2013.0,15,35,5,66.0,65.0,0.010826771653543307,0.5949367088607594,0.6701030927835051,0.26326234251711617,0
zombie army trilogy,Ps4,Shooter,Rebellion Developments,Rebellion Developments,7.3,0.22,0.06,0.0,0.13,0.03,2015.0,15,23,533,62.0,70.0,0.010826771653543307,0.5443037974683544,0.7216494845360825,0.26855400374639976,0
danganronpa another episode: ultra despair girls,Psv,Shooter,Nis America,Spike Chunsoft,7.3,0.22,0.06,0.12,0.01,0.02,2015.0,15,26,463,72.0,76.0,0.010826771653543307,0.6708860759493671,0.7835051546391752,0.30300526304432485,1
ben 10 alien force: vilgax attacks,X360,Action,D3 Publisher,Papaya Studio Corporation,7.3,0.22,0.11,0.0,0.09,0.02,2009.0,0,35,135,61.0,76.0,0.010826771653543307,0.5316455696202531,0.7835051546391752,0.28211918709495776,0
conflict: vietnam,Xb,Shooter,Global Star Software,Pivotal Games,7.3,0.22,0.17,0.0,0.05,0.01,2004.0,15,36,252,60.0,59.0,0.010826771653543307,0.5189873417721519,0.6082474226804123,0.23640601992805185,0
time crisis: crisis zone,Ps2,Shooter,Namco,Namco,7.3,0.22,0.11,0.0,0.09,0.03,2004.0,15,21,435,66.0,79.0,0.010826771653543307,0.5949367088607594,0.8144329896907216,0.29934481674392033,1
dino stalker,Ps2,Shooter,Capcom,Capcom,7.3,0.22,0.07,0.08,0.06,0.02,2002.0,15,21,107,50.0,60.0,0.010826771653543307,0.3924050632911392,0.6185567010309279,0.21999599774352885,0
resident evil: revelations,Wiiu,Shooter,Capcom,Capcom,7.5,0.22,0.09,0.03,0.08,0.02,2013.0,15,32,107,82.0,82.0,0.010826771653543307,0.7974683544303798,0.845360824742268,0.33745652234225,1
touch the dead,Ds,Shooter,Eidos Interactive,Dream On Studio,7.3,0.22,0.2,0.0,0.0,0.02,2007.0,15,4,174,56.0,0.0,0.010826771653543307,0.46835443037974683,0.0,0.07674922754908801,0
the wolf among us,Ps4,Adventure,Telltale Games,Telltale Games,7.3,0.22,0.11,0.0,0.07,0.04,2014.0,2,23,646,80.0,87.0,0.010826771653543307,0.7721518987341772,0.8969072164948454,0.3465456519259639,1
jackass the game,Psp,Action,Red Mile Entertainment,Sidhe Interactive,5.6,0.22,0.09,0.0,0.08,0.05,2007.0,0,25,539,58.0,68.0,0.010826771653543307,0.4936708860759494,0.7010309278350515,0.2558044278622813,0
marvel super hero squad: the infinity gauntlet,Ds,Action,Thq,Griptonite Games,7.3,0.22,0.17,0.0,0.03,0.02,2010.0,0,4,657,55.0,63.0,0.010826771653543307,0.45569620253164556,0.6494845360824743,0.23722162739249136,0
bladestorm: nightmare,Ps4,Action,Tecmo Koei,Omega Force,7.3,0.22,0.11,0.03,0.04,0.03,2015.0,0,23,644,58.0,60.0,0.010826771653543307,0.4936708860759494,0.6185567010309279,0.23518587116125036,0
transformers: dark of the moon,3Ds,Action,Activision,Behaviour Interactive Inc.,3.0,0.22,0.16,0.0,0.04,0.02,2011.0,0,2,23,59.0,63.0,0.010826771653543307,0.5063291139240507,0.6494845360824743,0.24481656410135216,0
from russia with love,Gc,Action,Electronic Arts,Ea Redwood Shores,7.3,0.22,0.17,0.0,0.04,0.01,2005.0,0,8,178,71.0,72.0,0.010826771653543307,0.6582278481012658,0.7422680412371134,0.2907972505165942,1
lego harry potter collection,Xone,Action,Warner Bros. Interactive Entertainment,Traveller'S Tales,7.3,0.22,0.14,0.0,0.06,0.02,2018.0,0,38,718,73.0,74.0,0.010826771653543307,0.6835443037974683,0.7628865979381443,0.29974935804628233,1
deadpool,Xone,Action,Activision,High Moon Studios,7.3,0.22,0.17,0.0,0.03,0.02,2015.0,0,38,23,62.0,74.0,0.010826771653543307,0.5443037974683544,0.7628865979381443,0.27886328209691524,0
the suffering,Xb,Action,Midway Games,Surreal Software,7.3,0.22,0.16,0.0,0.05,0.01,2004.0,0,36,413,77.0,81.0,0.010826771653543307,0.7341772151898734,0.8350515463917526,0.32538553186854513,1
dead by daylight,Ps4,Action,505 Games,Behaviour Interactive Inc.,7.3,0.22,0.11,0.02,0.06,0.04,2017.0,0,23,11,64.0,55.0,0.010826771653543307,0.569620253164557,0.5670103092783505,0.23369167828639714,0
lego harry potter: years 5-7,Pc,Action,Warner Bros. Interactive,Traveller'S Tales,7.3,0.22,0.05,0.0,0.15,0.03,2011.0,0,17,717,77.0,76.0,0.010826771653543307,0.7341772151898734,0.7835051546391752,0.31249893393040085,1
the lord of the rings: the third age,Gba,Strategy,Electronic Arts,Griptonite Games,7.3,0.22,0.16,0.0,0.06,0.0,2004.0,18,6,178,75.0,84.0,0.010826771653543307,0.7088607594936709,0.865979381443299,0.32932002227700136,1
just dance 2016,Ps3,Music,Ubisoft,Ubisoft Paris,7.3,0.22,0.12,0.0,0.06,0.04,2015.0,8,22,685,73.0,57.0,0.010826771653543307,0.6835443037974683,0.5876288659793815,0.2559349250565916,0
duel masters: kaijudo showdown,Gba,Misc,Atari,Mistic Software,5.8,0.22,0.16,0.0,0.06,0.0,2004.0,6,6,68,66.0,0.0,0.010826771653543307,0.5949367088607594,0.0,0.0957365693212399,0
evolve,Pc,Misc,2K Games,Unknown,7.3,0.22,0.1,0.0,0.1,0.02,2015.0,6,17,5,76.0,43.0,0.010826771653543307,0.7215189873417721,0.44329896907216493,0.22554865336143304,0
guitar hero: smash hits,Ps2,Misc,Activision,Vicarious Visions,6.9,0.22,0.11,0.0,0.01,0.1,2009.0,6,21,23,71.0,62.0,0.010826771653543307,0.6582278481012658,0.6391752577319587,0.26502405464030554,0
hasbro family game night,Ds,Misc,Electronic Arts,Ea Bright Light,7.3,0.22,0.01,0.0,0.19,0.02,2009.0,6,4,178,63.0,37.0,0.010826771653543307,0.5569620253164557,0.38144329896907214,0.18540119153186235,0
korg ds-10 synthesizer,Ds,Misc,Xseed Games,Aq Interactive,7.3,0.22,0.19,0.0,0.01,0.02,2008.0,6,4,729,82.0,69.0,0.010826771653543307,0.7974683544303798,0.711340206185567,0.30395136770307474,1
american idol,Gba,Misc,Codemasters,Mobius Entertainment,7.3,0.22,0.15,0.0,0.06,0.0,2003.0,6,6,118,41.0,78.0,0.010826771653543307,0.27848101265822783,0.8041237113402062,0.2492991427259117,0
g.i. joe: the rise of cobra,Wii,Action,Electronic Arts,Double Helix Games,4.8,0.22,0.17,0.0,0.03,0.02,2009.0,0,31,178,42.0,52.0,0.010826771653543307,0.2911392405063291,0.5360824742268041,0.18418756762477637,0
code name: s.t.e.a.m.,3Ds,Strategy,Nintendo,Intelligent Systems,8.0,0.22,0.14,0.02,0.05,0.02,2015.0,18,2,457,69.0,78.0,0.010826771653543307,0.6329113924050633,0.8041237113402062,0.30246369968793707,1
age of empires: the age of kings,Ds,Strategy,Majesco,Backbone Entertainment,7.3,0.22,0.18,0.0,0.02,0.02,2006.0,18,4,375,80.0,82.0,0.010826771653543307,0.7721518987341772,0.845360824742268,0.3336590539878196,1
worms: battle islands,Wii,Strategy,Thq,Team17 Software,7.3,0.22,0.1,0.0,0.1,0.02,2010.0,18,31,657,72.0,78.0,0.010826771653543307,0.6708860759493671,0.8041237113402062,0.3081599022195826,1
viewtiful joe 2,Gc,Action,Capcom,Clover Studio,7.3,0.22,0.17,0.0,0.04,0.01,2004.0,0,8,107,86.0,73.0,0.010826771653543307,0.8481012658227848,0.7525773195876289,0.3218555827624509,1
attack on titan 2,Ps4,Action,Koei Tecmo,Omega Force,7.8,0.22,0.09,0.06,0.04,0.03,2018.0,0,23,351,75.0,75.0,0.010826771653543307,0.7088607594936709,0.7731958762886598,0.3061241459883416,1
deadly creatures,Wii,Action,Thq,Rainbow Studios,6.9,0.22,0.08,0.0,0.12,0.02,2009.0,0,31,657,72.0,80.0,0.010826771653543307,0.6708860759493671,0.8247422680412371,0.31331454139484033,1
